93702	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
93702	PROKKA_04262	1	613	+	ACRS	1-613/663	========/=====.	6/12	91.55	68.98	megares	MEG_415	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:ACRS	
93702	PROKKA_04529	1	1196	+	MDTG	1-1202/1227	========/======	2/6	97.47	77.04	megares	MEG_3754	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDTG	
93702	PROKKA_04584	1	1230	+	MEFB	1-1230/1230	===============	0/0	100.00	100.00	megares	MEG_3827	Drugs:MLS:MLS_resistance_MFS_efflux_pumps:MEFB	
93702	PROKKA_04589	1	792	+	SULIII	1-792/792	===============	0/0	100.00	100.00	megares	MEG_6639	Drugs:Sulfonamides:Sulfonamide-resistant_dihydropteroate_synthases:SULIII	
93702	PROKKA_04591	1	333	+	QACL	1-333/333	===============	0/0	100.00	100.00	megares	MEG_5852	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:QACL	
93702	PROKKA_04592	1	780	+	ANT3-DPRIME	13-792/792	===============	0/0	98.48	100.00	megares	MEG_964	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT3-DPRIME	
93702	PROKKA_04593	1	1260	+	CMLA	186-1445/1445	.==============	0/0	87.20	100.00	megares	MEG_1771	Drugs:Phenicol:Phenicol_resistance_MFS_efflux_pumps:CMLA	
93702	PROKKA_04594	1	780	+	ANT3-DPRIME	1-780/780	===============	0/0	100.00	100.00	megares	MEG_929	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT3-DPRIME	
93702	PROKKA_04595	1	498	+	DFRA	1-498/498	===============	0/0	100.00	99.80	megares	MEG_2551	Drugs:Trimethoprim:Dihydrofolate_reductase:DFRA	
93702	PROKKA_04652	1	861	+	TEM	1-861/861	===============	0/0	100.00	100.00	megares	MEG_6950	Drugs:betalactams:Class_A_betalactamases:TEM	
