49535	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
49535	PROKKA_02132	17	1683	+	fliF	8-1659/1659	========/======	6/21	99.40	78.26	ecoli_vf	gi:15802373	flagellar MS-ring protein	
49535	PROKKA_02133	1	994	+	fliG	1-994/996	===============	0/0	99.80	86.72	ecoli_vf	gi:15802374	flagellar motor switch protein G	
49535	PROKKA_02134	142	702	+	fliH	121-681/687	..=============	0/0	81.66	78.79	ecoli_vf	gi:161367588	flagellar assembly protein H	
49535	PROKKA_02135	1	1369	+	fliI	1-1369/1374	========/======	3/4	99.49	80.89	ecoli_vf	gi:161367587	flagellum-specific ATP synthase	
49535	PROKKA_02136	1	444	+	fliJ	1-444/444	===============	0/0	100.00	81.76	ecoli_vf	gi:15802377	flagellar biosynthesis chaperone	
49535	PROKKA_02138	1	468	+	fliL	1-465/465	========/======	6/13	98.92	77.80	ecoli_vf	gi:15802379	flagellar basal body-associated protein FliL	
49535	PROKKA_02139	1	1005	+	fliM	1-1005/1005	===============	0/0	100.00	85.57	ecoli_vf	gi:15802380	flagellar motor switch protein FliM	
49535	PROKKA_02140	1	413	+	fliN	1-413/414	===============	0/0	99.76	84.50	ecoli_vf	gi:15802381	flagellar motor switch protein FliN	
49535	PROKKA_02142	33	738	+	fliP	33-738/738	===============	0/0	95.66	81.30	ecoli_vf	gi:15802383	flagellar biosynthesis protein FliP	
49535	PROKKA_02143	1	269	+	fliQ	1-269/270	===============	0/0	99.63	82.16	ecoli_vf	gi:15802384	flagellar biosynthesis protein FliQ	
49535	PROKKA_02144	1	784	+	fliR	1-783/786	========/======	1/1	99.62	77.17	ecoli_vf	gi:15802385	flagellar biosynthesis protein FliR	
49535	PROKKA_02256	1	1190	+	hofq	37-1226/1239	===============	0/0	96.05	77.81	ecoli_vf	SPG000051	Outer membrane secretin Adherence Hemorrhagic coli pilus	
49535	PROKKA_02423	75	858	+	sitA	75-858/915	.=======/======	4/10	85.14	75.03	ecoli_vf	gi:387606979	iron ABC transporter substrate-binding protein	
49535	PROKKA_02424	1	783	+	sitB	1-786/828	========/======	6/11	94.08	72.66	ecoli_vf	gi:88770313	SitB	
49535	PROKKA_02425	1	830	+	sitC	1-830/858	===============	0/0	96.74	74.82	ecoli_vf	gi:386598999	iron chelate ABC transporter permease protein	
49535	PROKKA_02426	16	657	+	sitD	10-651/855	========/===...	2/2	74.97	69.52	ecoli_vf	gi:387606976	iron ABC transporter permease	
49535	PROKKA_02451	1	207	+	epaQ	1-207/261	============...	0/0	79.31	71.01	ecoli_vf	gi:15832978	EpaQ	
49535	PROKKA_02452	29	663	+	epaP	29-648/666	========/======	6/19	92.79	67.82	ecoli_vf	gi:15832979	surface presentation of antigens protein SpaP	
49535	PROKKA_02616	1	732	+	artj	1-732/732	========/======	2/2	99.86	80.76	ecoli_vf	SPG000096	E.coli artP artI artQ artM and artJ genes.	
49535	PROKKA_02619	89	673	+	artj	89-673/732	.=======/=====.	2/2	79.78	70.99	ecoli_vf	SPG000096	E.coli artP artI artQ artM and artJ genes.	
49535	PROKKA_02718	93	1002	+	nleB1	84-987/990	.=======/======	21/36	89.80	65.51	ecoli_vf	gi:15803520	Type III secretion system effector nleB1	
49535	PROKKA_03215	1	1733	+	ibeC	1-1733/1734	===============	0/0	99.94	80.90	ecoli_vf	gi:161486035	hypothetical protein	
49535	PROKKA_03356	1	2256	+	fepA	1-2241/2241	========/======	15/49	99.24	78.58	ecoli_vf	gi:26246561	ferrienterobactin outer membrane transporter	
49535	PROKKA_03357	22	1203	+	fes	19-1188/1203	========/======	8/20	96.92	72.51	ecoli_vf	gi:26246563	enterobactin/ferric enterobactin esterase	
49535	PROKKA_03359	1	3833	+	entF	1-3830/3882	========/======	20/41	98.17	74.27	ecoli_vf	gi:26246565	enterobactin synthase multienzyme complex component ATP-dependent	
49535	PROKKA_03360	74	1087	+	fepE	74-1090/1134	========/======	5/9	89.15	72.45	ecoli_vf	gi:26246566	ferric enterobactin transport protein FepE	
49535	PROKKA_03361	1	788	+	fepC	1-788/816	========/======	2/2	96.45	80.48	ecoli_vf	gi:26246567	ferrienterobactin ABC transporter ATPase	
49535	PROKKA_03362	82	990	+	fepG	85-993/993	.==============	0/0	91.54	80.31	ecoli_vf	gi:26246568	iron-enterobactin ABC transporter permease	
49535	PROKKA_03363	1	990	+	fepD	13-1002/1017	===============	0/0	97.35	78.18	ecoli_vf	gi:26246569	ferrienterobactin ABC transporter permease	
49535	PROKKA_03364	1	1227	+	entS	1-1227/1251	===============	0/0	98.08	78.65	ecoli_vf	gi:26246570	enterobactin exporter iron-regulated	
49535	PROKKA_03365	53	920	+	fepB	53-920/957	===============	0/0	90.70	76.96	ecoli_vf	gi:26246571	ferrienterobactin ABC transporter periplasmic binding protein	
49535	PROKKA_03366	1	1176	+	entC	13-1188/1188	========/======	4/4	98.82	78.01	ecoli_vf	gi:26246572	isochorismate synthase 1	
49535	PROKKA_03367	1	1598	+	entE	1-1598/1611	========/======	4/4	99.07	79.75	ecoli_vf	gi:26246573	23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex	
49535	PROKKA_03368	1	851	+	entB	1-851/858	===============	0/0	99.18	80.14	ecoli_vf	gi:26246574	isochorismatase	
49535	PROKKA_03369	25	752	+	entA	16-743/747	===============	0/0	97.46	79.67	ecoli_vf	gi:26246575	23-dihydro-23-dihydroxybenzoate dehydrogenase	
49535	PROKKA_03489	1	1101	+	iroB	49-1149/1164	===============	0/0	94.59	78.29	ecoli_vf	gi:26247128	glucosyltransferase IroB	
49535	PROKKA_03490	1	3621	+	iroC	79-3687/3738	========/======	18/36	96.23	76.05	ecoli_vf	gi:110640511	putative ATP binding cassette (ABC) transporter	
49535	PROKKA_03491	92	1223	+	iroD	80-1208/1230	========/======	10/23	90.98	70.67	ecoli_vf	gi:91210149	IroD protein	
49535	PROKKA_03492	78	906	+	iroE	90-915/957	.=======/======	10/17	85.58	69.26	ecoli_vf	gi:26247125	esterase	
49535	PROKKA_03493	1	2175	+	iroN	1-2178/2178	========/======	5/7	99.77	77.57	ecoli_vf	gi:110640508	TonB dependent outer membrane siderophore receptor	
49535	PROKKA_03612	1	885	+	ECS88_3547	1-885/885	===============	0/0	100.00	94.46	ecoli_vf	gi:218560235	lipoprotein NlpI	
49535	PROKKA_03700	1	1053	+	ompA	1-1041/1041	========/======	1/12	100.00	89.65	ecoli_vf	gi:7188818	outer membrane protein A	
49535	PROKKA_03924	1	525	+	fimI	1-525/525	===============	0/0	100.00	73.71	ecoli_vf	gi:410480369	long polar fimbrial protein LpfA	
49535	PROKKA_04209	90	993	+	nleB1	84-987/990	.=======/======	8/18	90.40	68.13	ecoli_vf	gi:15803520	Type III secretion system effector nleB1	
49535	PROKKA_04345	1	1037	+	nada	1-1037/1044	========/======	2/2	99.23	77.07	ecoli_vf	SPG000048	Escherichia coli str. K-12 substr. MG1655 complete genome	
